,ip,date,asn,dns_name,port,pep_link
30170,188.92.248.87,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
30171,129.224.193.57,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[4433],[False]
30172,129.222.24.186,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 5312 32015],[ True  True]
30173,65.181.2.190,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
30174,217.142.27.153,2025-05-17,14593,['customer.dohaqat1.pop.starlinkisp.net'],[1701],[False]
30175,138.84.48.189,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[  22  541 4443],[False False False]
30176,148.222.135.165,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[541],[False]
30177,129.222.182.211,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
30178,129.222.231.171,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[4433 4435],[False False]
30179,116.91.208.245,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[123],[False]
30180,216.234.203.141,2025-05-17,14593,[],[8008 8729],[False False]
30181,170.203.198.132,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[444 500],[False False]
30182,129.222.198.234,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[161 500],[False False]
30183,129.224.196.73,2025-05-17,14593,[],[541],[False]
30184,98.97.119.15,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
30185,209.198.139.225,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[1701],[False]
30186,98.97.92.99,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30187,148.222.208.86,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[5312],[ True]
30188,145.224.118.179,2025-05-17,14593,[],[2000],[False]
30189,135.129.119.167,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[ 161 2000 9008],[False False False]
30190,14.1.86.126,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[ 500 8081],[False False]
30191,212.105.146.73,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[22],[False]
30192,129.222.198.92,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[   50   443  8443 38881],[False False False False]
30193,216.128.28.217,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  80   81  500 1723],[False False False False]
30194,14.1.72.100,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[ 8443 50805 50809],[False False False]
30195,129.222.31.126,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[   80   500  4433 55555],[False False False False]
30196,135.129.120.171,2025-05-17,14593,[],[4003 5003 5004 5005],[False False False False]
30197,209.198.136.171,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[2000],[False]
30198,129.222.235.178,2025-05-17,14593,[],[443 500],[False False]
30199,148.222.207.149,2025-05-17,14593,[],[ 22  23 443],[False False False]
30200,169.155.231.30,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
30201,129.222.65.222,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
30202,143.105.98.148,2025-05-17,14593,[],[123],[False]
30203,217.65.140.23,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22  80 443],[False False False]
30204,129.222.175.145,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
30205,176.116.125.17,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[541],[False]
30206,206.83.107.43,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[123 161 500],[False False False]
30207,129.222.98.213,2025-05-17,14593,[],[500],[False]
30208,98.97.103.46,2025-05-17,14593,[],[32015],[ True]
30209,169.155.234.232,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[500],[False]
30210,129.222.144.3,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 80  81 554],[False False False]
30211,129.222.215.237,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[123 161 500],[False False False]
30212,200.189.27.138,2025-05-17,14593,[],[1701],[False]
30213,65.181.0.140,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
30214,129.222.24.172,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[32015],[ True]
30215,116.91.211.233,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
30216,14.1.72.66,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[ 500 1701 1723],[False False False]
30217,98.97.122.127,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
30218,98.97.159.211,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[   80   443  1701 12443 13443 15443],[False False False False False False]
30219,145.224.81.46,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[541],[False]
30220,145.224.112.244,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[443],[False]
30221,98.97.68.239,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 22  80 443 500],[False False False False]
30222,129.222.111.222,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
30223,206.83.100.159,2025-05-17,14593,[],[500],[False]
30224,98.97.125.19,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
30225,129.222.51.213,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[500],[False]
30226,129.222.168.79,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[22],[False]
30227,129.222.183.65,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
30228,129.222.237.235,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[ 500 4433 8000],[False False False]
30229,162.43.194.84,2025-05-17,14593,[],[ 443 1194 1194 1701 1723],[False False False False False]
30230,98.97.49.240,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[ 443  500 5001 5090 9901],[False False False False False]
30231,98.97.106.53,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[500],[False]
30232,129.222.24.95,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
30233,143.105.12.80,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
30234,129.222.17.53,2025-05-17,14593,[],[123],[False]
30235,65.181.10.244,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[8080 8443],[False False]
30236,169.155.229.25,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[  80  161  234  267  443  447  448  500 8443],[False False False False False False False False False]
30237,216.128.0.62,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 443 4443 8443],[False False False]
30238,129.222.124.73,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30239,65.181.0.125,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[   22 22350 22351],[False False False]
30240,129.224.193.70,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30241,143.105.63.137,2025-05-17,14593,[],[500],[False]
30242,129.222.133.94,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500 554],[False False]
30243,138.84.55.122,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 443],[False False False]
30244,169.155.253.6,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
30245,98.97.188.151,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[443],[False]
30246,143.105.46.248,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[  161   443 32015],[False  True  True]
30247,129.222.16.142,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[123 500],[False False]
30248,129.222.120.15,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[8080 8443],[False False]
30249,129.222.80.43,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[443],[False]
30250,148.222.200.90,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[ 22 443 500],[False False False]
30251,129.222.120.253,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[541],[False]
30252,98.97.109.199,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[123],[False]
30253,98.97.148.155,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[  53 1194 1723 2000 8729],[False False False False False]
30254,216.128.15.147,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
30255,98.97.186.49,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[ 80 443],[False False]
30256,129.222.23.134,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 53  80 443],[False False False]
30257,129.222.105.249,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[161 500],[False False]
30258,209.198.151.102,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[1701],[False]
30259,129.222.233.234,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
30260,98.97.127.179,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[  21   22   80 2000 8728 8729],[False False False False False False]
30261,98.97.95.68,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30262,138.84.48.213,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[2000],[False]
30263,206.83.121.235,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[32015],[ True]
30264,162.43.194.137,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[500],[False]
30265,129.222.107.214,2025-05-17,14593,[],[  443 32015],[ True  True]
30266,206.83.121.111,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[ 161 1701 1723 2000],[False False False False]
30267,143.105.83.83,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[  161   541 10443],[False False False]
30268,145.224.71.48,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  443 32015],[ True  True]
30269,143.105.56.98,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
30270,145.224.71.52,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[1701 1723],[False False]
30271,170.203.200.249,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[ 8443 38881],[False False]
30272,65.181.31.72,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[3128],[False]
30273,129.222.68.212,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[541],[False]
30274,98.97.121.195,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[1194 1701],[False False]
30275,143.105.116.91,2025-05-17,14593,[],[  80 4444],[False False]
30276,129.222.35.58,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[443],[ True]
30277,129.222.5.33,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[541],[False]
30278,98.97.151.254,2025-05-17,14593,[],[6881],[False]
30279,143.105.20.21,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[161],[False]
30280,129.222.81.178,2025-05-17,14593,[],[80],[False]
30281,129.222.170.146,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
30282,129.222.170.60,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
30283,200.189.30.92,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[161 500],[False False]
30284,98.97.127.104,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[ 500  555 2001],[False False False]
30285,143.105.113.237,2025-05-17,14593,[],[ 22  23  80 443],[False False False False]
30286,138.84.52.254,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 80 443],[False False]
30287,98.97.127.63,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[22],[False]
30288,98.97.103.217,2025-05-17,14593,[],[1701],[False]
30289,145.224.117.8,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 443 1022],[False False]
30290,143.105.51.76,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[500],[False]
30291,116.91.220.170,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[  500  1723  8000 32400],[False False False False]
30292,98.97.133.238,2025-05-17,14593,[],[541],[False]
30293,217.65.137.123,2025-05-17,14593,[],[1701],[False]
30294,129.222.199.190,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[443],[False]
30295,129.222.34.253,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
30296,129.222.75.157,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[32015],[ True]
30297,116.91.212.82,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[500],[False]
30298,98.97.78.111,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],"[   21    22    23    53    80   443   500  3333  4434  5090  8006  8008
  8009  8010  8080  8083  9876 10001]","[False False False False False False False False False False False False
 False False False False False False]"
30299,170.203.192.169,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[   22    80   443  2022  2080 20443],[False False False False False False]
30300,98.97.119.162,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
30301,212.105.151.251,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 443 1022],[False False]
30302,129.222.67.16,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
30303,98.97.142.13,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[541],[False]
30304,129.222.40.193,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
30305,138.84.55.141,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[1194 1723],[False False]
30306,98.97.101.7,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[  161 32015],[False  True]
30307,98.97.188.60,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[  443  8080 41794 41796],[False False False False]
30308,148.222.214.95,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
30309,129.224.217.233,2025-05-17,14593,['customer.iqltcan1.pop.starlinkisp.net'],[ 22 123 161 500 830],[False False False False False]
30310,168.140.251.142,2025-05-17,14593,[],[1701],[False]
30311,98.97.125.190,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[ 80 554],[False False]
30312,65.181.2.142,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[9010 9080 9999],[False False False]
30313,145.224.89.106,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[1701 1723],[False False]
30314,129.222.27.0,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[123],[False]
30315,98.97.109.19,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[10001],[False]
30316,14.1.87.47,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[  80 4430],[False False]
30317,216.128.27.44,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[443],[False]
30318,129.222.34.169,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
30319,129.222.130.175,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[443 500],[False False]
30320,129.222.114.46,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
30321,143.105.24.86,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 80 443],[False False]
30322,129.222.215.148,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
30323,129.222.114.230,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[541],[False]
30324,145.224.79.64,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[4443],[False]
30325,217.65.140.49,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[10443 50443],[False False]
30326,98.97.148.204,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[1723],[False]
30327,66.9.162.162,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
30328,129.222.35.208,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[ 541 8013],[False False]
30329,148.222.221.222,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
30330,129.222.51.181,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[   80   443 32015],[False  True  True]
30331,65.181.27.103,2025-05-17,14593,['customer.chrhnzl1.pop.starlinkisp.net'],[ 500 1701],[False False]
30332,129.222.51.45,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[32015 55752 55754 55755 55756],[ True False False False False]
30333,129.222.81.44,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
30334,129.222.236.158,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[9200],[False]
30335,145.224.99.115,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[2000],[False]
30336,143.105.16.8,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
30337,169.155.238.245,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  80   81  500 8080],[False False False False]
30338,129.222.24.29,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
30339,129.222.162.155,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[4433],[False]
30340,14.1.93.223,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[ 80 443],[False False]
30341,129.222.26.53,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[161 500],[False False]
30342,65.181.26.191,2025-05-17,14593,[],[1701 4002 4003 5002 5003 5004 5005],[False False False False False False False]
30343,98.97.111.164,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[ 80 443 500],[False False False]
30344,129.222.174.2,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  22   53 8887],[False False False]
30345,98.97.151.17,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[8088 8111],[False False]
30346,98.97.146.109,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
30347,129.222.137.122,2025-05-17,14593,['customer.clgycan1.pop.starlinkisp.net'],[500],[False]
30348,217.142.16.246,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[  22  123 7911],[False False False]
30349,116.91.220.4,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[500],[False]
30350,129.222.23.126,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
30351,129.222.183.211,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
30352,209.198.135.182,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[443],[False]
30353,138.84.37.134,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 21  22 161],[False False False]
30354,98.97.162.181,2025-05-17,14593,[],[  264   500 18264],[False False False]
30355,66.9.163.194,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
30356,129.224.192.196,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[161 500],[False False]
30357,170.203.206.7,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
30358,138.84.47.198,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  22   53 8887],[False False False]
30359,209.198.136.213,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 443 1022],[False False]
30360,143.105.8.163,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
30361,129.222.80.141,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[443],[ True]
30362,206.214.224.181,2025-05-17,14593,['starlink.lax.starlinkisp.net'],[  80  443 8443],[False False False]
30363,129.222.214.173,2025-05-17,14593,[],[ 22 443 541],[False False False]
30364,98.97.90.243,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30365,129.222.80.30,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[541],[False]
30366,129.222.111.99,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
30367,217.65.137.192,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[32015],[ True]
30368,66.9.183.9,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[4443],[False]
30369,129.222.178.26,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[443],[False]
30370,149.19.173.65,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  443   500   922 10000],[False False False False]
30371,129.222.209.249,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[541],[False]
30372,200.189.24.83,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 53  80 123],[False False False]
30373,143.105.79.19,2025-05-17,14593,[],[ 22 443],[False False]
30374,98.97.29.222,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[541],[False]
30375,129.222.30.238,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
30376,129.222.248.46,2025-05-17,14593,[],[500],[False]
30377,143.105.16.248,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
30378,138.84.47.40,2025-05-17,14593,[],[6007],[False]
30379,129.222.89.1,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[22],[False]
30380,129.222.144.38,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  264   500 18264],[False False False]
30381,98.97.58.122,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
30382,98.97.159.26,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[500],[False]
30383,98.97.162.54,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  80  161 9443],[False False False]
30384,129.222.90.6,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[500],[False]
30385,138.84.49.72,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[ 443  500 8088],[False False False]
30386,116.91.210.243,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
30387,129.224.199.149,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[554],[False]
30388,212.105.146.31,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[80],[False]
30389,129.222.214.68,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
30390,129.224.222.4,2025-05-17,14593,['customer.lhrrpng1.pop.starlinkisp.net'],[ 53  80 161 443 500],[False False False False False]
30391,145.224.71.231,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  443 32015],[ True  True]
30392,98.97.115.155,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
30393,138.84.37.151,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
30394,98.97.160.253,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[  22   80  443  541 1880],[False False False False False]
30395,129.222.181.119,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[   21    22    23 11500],[False False False False]
30396,148.222.213.17,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[  22   23   53   80  161  500 1701 2000 8728 8729 9999],[False False False False False False False False False False False]
30397,14.1.87.98,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
30398,129.222.238.180,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[541],[False]
30399,217.142.31.235,2025-05-17,14593,[],[6881],[False]
30400,149.19.172.89,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  53  161 1701 2000 2205],[False False False False False]
30401,170.203.204.126,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[  500  5000  5001  5061  5090 39219],[False False False False False False]
30402,143.105.86.158,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[500],[False]
30403,103.235.94.2,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[ 22 123 161 830],[False False False False]
30404,216.234.196.158,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[ 502 3016 3017],[False False False]
30405,206.83.110.65,2025-05-17,14593,[],[  22  111 3128 8006],[False False False False]
30406,212.105.141.192,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[   80   443 32015],[False  True  True]
30407,129.222.73.24,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
30408,129.222.88.178,2025-05-17,14593,[],[  443 32015],[ True  True]
30409,129.222.6.205,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[ 21  80 433 443 500 554 995],[False False False False False False False]
30410,145.224.89.118,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 443 1701 1723 4430 8080],[False False False False False]
30411,168.140.251.180,2025-05-17,14593,[],[1701],[False]
30412,135.129.118.193,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[541],[False]
30413,98.97.110.225,2025-05-17,14593,['customer.dnvrcox1.pop.starlinkisp.net'],[161 500],[False False]
30414,98.97.166.5,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[  443 32015],[ True  True]
30415,145.224.76.254,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
30416,188.92.249.60,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[ 443 1022],[False False]
30417,148.222.202.41,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 2000  8089  8729 53390 53391],[False False False False False]
30418,209.198.135.127,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[500],[False]
30419,162.43.195.161,2025-05-17,14593,[],[500],[False]
30420,129.222.190.238,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[  21   80 1701 2000],[False False False False]
30421,98.97.71.122,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[500],[False]
30422,145.224.81.111,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[541],[False]
30423,217.142.19.2,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 500 5001],[False False]
30424,129.222.176.224,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[500],[False]
30425,143.105.46.167,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[  161   443 32015],[False  True  True]
30426,145.224.91.119,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[2000],[False]
